
CommandType     Name                                               Version
Function        Set-SmbClientConfiguration                         2.0.0.0 
Function        Set-SmbPathAcl                                     2.0.0.0 
Function        Set-SmbServerAlternativePort                       2.0.0.0 
Function        Set-SmbServerCertificateMapping                    2.0.0.0 
Function        Set-SmbServerConfiguration                         2.0.0.0 
Function        Set-SmbShare                                       2.0.0.0 
Function        Set-StorageBusCache                                1.0.0.0 
Function        Set-StorageBusProfile                              1.0.0.0 
Function        Set-StorageFileServer                              2.0.0.0 
Function        Set-StorageHealthSetting                           2.0.0.0 
Function        Set-StoragePool                                    2.0.0.0 
Function        Set-StorageProvider                                2.0.0.0 
Function        Set-StorageSetting                                 2.0.0.0 
Function        Set-StorageSubSystem                               2.0.0.0 
Function        Set-StorageTier                                    2.0.0.0 
Function        Set-TestInconclusive                               3.4.0   
Function        Set-VirtualDisk                                    2.0.0.0 
Function        Set-Volume                                         2.0.0.0 
Function        Set-VolumeScrubPolicy                              2.0.0.0 
Function        Set-VpnConnection                                  2.0.0.0 
Function        Set-VpnConnectionIPsecConfiguration                2.0.0.0 
Function        Set-VpnConnectionProxy                             2.0.0.0 
Function        Set-VpnConnectionTriggerDnsConfiguration           2.0.0.0 
Function        Set-VpnConnectionTriggerTrustedNetwork             2.0.0.0 
Function        Set-WinhttpProxy                                   1.0.0.0 
Function        Setup                                              3.4.0   
Function        Should                                             3.4.0   
Function        Show-NetFirewallRule                               2.0.0.0 
Function        Show-NetIPsecRule                                  2.0.0.0 
Function        Show-StorageHistory                                2.0.0.0 
Function        Show-VirtualDisk                                   2.0.0.0 
Function        Start-AppBackgroundTask                            1.0.0.0 
Function        Start-AppvVirtualProcess                           1.0.0.0 
Function        Start-AutologgerConfig                             1.0.0.0 
Function        Start-DebugAttachSession                           0.2.0   
Function        Start-Dtc                                          1.0.0.0 
Function        Start-DtcTransactionsTraceSession                  1.0.0.0 
Function        Start-EtwTraceSession                              1.0.0.0 
Function        Start-MpRollback                                   1.0     
Function        Start-MpRollback                                   1.0     
Function        Start-MpScan                                       1.0     
Function        Start-MpScan                                       1.0     
Function        Start-MpWDOScan                                    1.0     
Function        Start-MpWDOScan                                    1.0     
Function        Start-NetEventSession                              1.0.0.0 
Function        Start-PcsvDevice                                   1.0.0.0 
Function        Start-ScheduledTask                                1.0.0.0 
Function        Start-StorageDiagnosticLog                         2.0.0.0 
Function        Start-Trace                                        7.0.0.0 
Function        Start-Trace                                        1.0.0.0 
Function        Stop-DscConfiguration                              1.1     
Function        Stop-Dtc                                           1.0.0.0 
Function        Stop-DtcTransactionsTraceSession                   1.0.0.0 
Function        Stop-EtwTraceSession                               1.0.0.0 
Function        Stop-NetEventSession                               1.0.0.0 
Function        Stop-PcsvDevice                                    1.0.0.0 
Function        Stop-ScheduledTask                                 1.0.0.0 
Function        Stop-StorageDiagnosticLog                          2.0.0.0 
Function        Stop-StorageJob                                    2.0.0.0 
Function        Stop-Trace                                         7.0.0.0 
Function        Stop-Trace                                         1.0.0.0 
Function        Suspend-BitLocker                                  1.0.0.0 
Function        Suspend-PrintJob                                   1.1     
Function        Suspend-StorageBusDisk                             1.0.0.0 
Function        Sync-NetIPsecRule                                  2.0.0.0 
Function        T:                                                         
Function        TabExpansion2                                              
Function        Test-Dtc                                           1.0.0.0 
Function        Test-HgsClientConfiguration                        1.0.0.0 
Function        Test-NetConnection                                 1.0.0.0 
Function        Test-ScriptExtent                                  0.2.0   
Function        Test-ScriptFileInfo                                2.2.5   
Function        Test-ScriptFileInfo                                1.0.0.1 
Function        U:                                                         
Function        Unblock-FileShareAccess                            2.0.0.0 
Function        Unblock-SmbClientAccessToServer                    2.0.0.0 
Function        Unblock-SmbShareAccess                             2.0.0.0 
Function        Uninstall-Dtc                                      1.0.0.0 
Function        Uninstall-Module                                   2.2.5   
Function        Uninstall-Module                                   1.0.0.1 
Function        Uninstall-Script                                   2.2.5   
Function        Uninstall-Script                                   1.0.0.1 
Function        Unlock-BitLocker                                   1.0.0.0 
Function        Unregister-AppBackgroundTask                       1.0.0.0 
Function        Unregister-ClusteredScheduledTask                  1.0.0.0 
Function        Unregister-EditorCommand                           0.2.0   
Function        Unregister-IscsiSession                            1.0.0.0 
Function        Unregister-PSRepository                            2.2.5   
Function        Unregister-PSRepository                            1.0.0.1 
Function        Unregister-ScheduledTask                           1.0.0.0 
Function        Unregister-StorageSubsystem                        2.0.0.0 
Function        Update-AutologgerConfig                            1.0.0.0 
Function        Update-Disk                                        2.0.0.0 
Function        Update-DscConfiguration                            1.1     
Function        Update-EtwTraceSession                             1.0.0.0 
Function        Update-HostStorageCache                            2.0.0.0 
Function        Update-IscsiTarget                                 1.0.0.0 
Function        Update-IscsiTargetPortal                           1.0.0.0 
Function        Update-Module                                      2.2.5   
Function        Update-Module                                      1.0.0.1 
Function        Update-ModuleManifest                              2.2.5   
Function        Update-ModuleManifest                              1.0.0.1 
Function        Update-MpSignature                                 1.0     
Function        Update-MpSignature                                 1.0     
Function        Update-NetFirewallDynamicKeywordAddress            2.0.0.0 
Function        Update-NetIPsecRule                                2.0.0.0 
Function        Update-Script                                      2.2.5   
Function        Update-Script                                      1.0.0.1 
Function        Update-ScriptFileInfo                              2.2.5   
Function        Update-ScriptFileInfo                              1.0.0.1 
Function        Update-SmbMultichannelConnection                   2.0.0.0 
Function        Update-StorageBusCache                             1.0.0.0 
Function        Update-StorageFirmware                             2.0.0.0 
Function        Update-StoragePool                                 2.0.0.0 
Function        Update-StorageProviderCache                        2.0.0.0 
Function        V:                                                         
Function        W:                                                         
Function        Write-DtcTransactionsTraceSession                  1.0.0.0 
Function        Write-PrinterNfcTag                                1.1     
Function        Write-VolumeCache                                  2.0.0.0 
Function        X:                                                         
Function        Y:                                                         
Function        Z:                                                         
Function        __VSCode-Escape-Value                                      
Cmdlet          Add-AppProvisionedSharedPackageContainer           3.0     
Cmdlet          Add-AppSharedPackageContainer                      2.0.1.0 
Cmdlet          Add-AppxPackage                                    2.0.1.0 
Cmdlet          Add-AppxProvisionedPackage                         3.0     
Cmdlet          Add-AppxVolume                                     2.0.1.0 
Cmdlet          Add-BitsFile                                       2.0.0.0 
Cmdlet          Add-CertificateEnrollmentPolicyServer              1.0.0.0 
Cmdlet          Add-Content                                        7.0.0.0 
Cmdlet          Add-History                                        7.5.0.5…
Cmdlet          Add-JobTrigger                                     1.1.0.0 
Cmdlet          Add-KdsRootKey                                     1.0.0.0 
Cmdlet          Add-LocalGroupMember                               1.0.0.0 
Cmdlet          Add-Member                                         7.0.0.0 
Cmdlet          Add-SignerRule                                     1.0     
Cmdlet          Add-Type                                           7.0.0.0 
Cmdlet          Add-VMAssignableDevice                             2.0.0.0 
Cmdlet          Add-VMDvdDrive                                     2.0.0.0 
Cmdlet          Add-VMFibreChannelHba                              2.0.0.0 
Cmdlet          Add-VMGpuPartitionAdapter                          2.0.0.0 
Cmdlet          Add-VMGroupMember                                  2.0.0.0 
Cmdlet          Add-VMHardDiskDrive                                2.0.0.0 
Cmdlet          Add-VMHostAssignableDevice                         2.0.0.0 
Cmdlet          Add-VMKeyStorageDrive                              2.0.0.0 
Cmdlet          Add-VMMigrationNetwork                             2.0.0.0 
Cmdlet          Add-VMNetworkAdapter                               2.0.0.0 
Cmdlet          Add-VMNetworkAdapterAcl                            2.0.0.0 
Cmdlet          Add-VMNetworkAdapterExtendedAcl                    2.0.0.0 
Cmdlet          Add-VMNetworkAdapterRoutingDomainMapping           2.0.0.0 
Cmdlet          Add-VMPmemController                               2.0.0.0 
Cmdlet          Add-VMRemoteFx3dVideoAdapter                       2.0.0.0 
Cmdlet          Add-VMScsiController                               2.0.0.0 
Cmdlet          Add-VMStoragePath                                  2.0.0.0 
Cmdlet          Add-VMSwitch                                       2.0.0.0 
Cmdlet          Add-VMSwitchExtensionPortFeature                   2.0.0.0 
Cmdlet          Add-VMSwitchExtensionSwitchFeature                 2.0.0.0 
Cmdlet          Add-VMSwitchTeamMember                             2.0.0.0 
Cmdlet          Add-WindowsCapability                              3.0     
Cmdlet          Add-WindowsDriver                                  3.0     
Cmdlet          Add-WindowsImage                                   3.0     
Cmdlet          Add-WindowsPackage                                 3.0     
Cmdlet          Checkpoint-VM                                      2.0.0.0 
Cmdlet          Clear-Content                                      7.0.0.0 
Cmdlet          Clear-History                                      7.5.0.5…
Cmdlet          Clear-Item                                         7.0.0.0 
Cmdlet          Clear-ItemProperty                                 7.0.0.0 
Cmdlet          Clear-KdsCache                                     1.0.0.0 
Cmdlet          Clear-RecycleBin                                   7.0.0.0 
Cmdlet          Clear-ReFSDedupSchedule                            2.0.0.0 
Cmdlet          Clear-ReFSDedupScrubSchedule                       2.0.0.0 
Cmdlet          Clear-Tpm                                          2.0.0.0 
Cmdlet          Clear-Variable                                     7.0.0.0 
Cmdlet          Clear-WindowsCorruptMountPoint                     3.0     
Cmdlet          Compare-Object                                     7.0.0.0 
Cmdlet          Compare-VM                                         2.0.0.0 
Cmdlet          Complete-BitsTransfer                              2.0.0.0 
Cmdlet          Complete-DtcDiagnosticTransaction                  1.0.0.0 
Cmdlet          Complete-VMFailover                                2.0.0.0 
Cmdlet          Compress-PSResource                                1.1.1   
Cmdlet          Confirm-SecureBootUEFI                             2.0.0.0 
Cmdlet          Connect-PSSession                                  7.5.0.5…
Cmdlet          Connect-VMNetworkAdapter                           2.0.0.0 
Cmdlet          Connect-VMSan                                      2.0.0.0 
Cmdlet          Connect-WSMan                                      7.0.0.0 
Cmdlet          Convert-Path                                       7.0.0.0 
Cmdlet          Convert-VHD                                        2.0.0.0 
Cmdlet          ConvertFrom-CIPolicy                               1.0     
Cmdlet          ConvertFrom-CliXml                                 7.0.0.0 
Cmdlet          ConvertFrom-Csv                                    7.0.0.0 
Cmdlet          ConvertFrom-Json                                   7.0.0.0 
Cmdlet          ConvertFrom-Markdown                               7.0.0.0 
Cmdlet          ConvertFrom-SddlString                             7.0.0.0 
Cmdlet          ConvertFrom-SecureString                           7.0.0.0 
Cmdlet          ConvertFrom-StringData                             7.0.0.0 
Cmdlet          ConvertTo-CliXml                                   7.0.0.0 
Cmdlet          ConvertTo-Csv                                      7.0.0.0 
Cmdlet          ConvertTo-Html                                     7.0.0.0 
Cmdlet          ConvertTo-Json                                     7.0.0.0 
Cmdlet          ConvertTo-ProcessMitigationPolicy                  1.0.12  
Cmdlet          ConvertTo-SecureString                             7.0.0.0 
Cmdlet          ConvertTo-TpmOwnerAuth                             2.0.0.0 
Cmdlet          ConvertTo-Xml                                      7.0.0.0 
Cmdlet          Copy-BcdEntry                                      1.0.0   
Cmdlet          Copy-Item                                          7.0.0.0 
Cmdlet          Copy-ItemProperty                                  7.0.0.0 
Cmdlet          Copy-UserInternationalSettingsToSystem             2.1.0.0 
Cmdlet          Copy-VMFile                                        2.0.0.0 
Cmdlet          Debug-Job                                          7.5.0.5…
Cmdlet          Debug-Process                                      7.0.0.0 
Cmdlet          Debug-Runspace                                     7.0.0.0 
Cmdlet          Debug-VM                                           2.0.0.0 
Cmdlet          Disable-AppBackgroundTaskDiagnosticLog             1.0.0.0 
Cmdlet          Disable-BcdElementBootDebug                        1.0.0   
Cmdlet          Disable-BcdElementBootEms                          1.0.0   
Cmdlet          Disable-BcdElementDebug                            1.0.0   
Cmdlet          Disable-BcdElementEms                              1.0.0   
Cmdlet          Disable-BcdElementEventLogging                     1.0.0   
Cmdlet          Disable-BcdElementHypervisorDebug                  1.0.0   
Cmdlet          Disable-ExperimentalFeature                        7.5.0.5…
Cmdlet          Disable-JobTrigger                                 1.1.0.0 
Cmdlet          Disable-LocalUser                                  1.0.0.0 
Cmdlet          Disable-PSBreakpoint                               7.0.0.0 
Cmdlet          Disable-PSRemoting                                 7.5.0.5…
Cmdlet          Disable-PSSessionConfiguration                     7.5.0.5…
Cmdlet          Disable-ReFSDedup                                  2.0.0.0 
Cmdlet          Disable-RunspaceDebug                              7.0.0.0 
Cmdlet          Disable-ScheduledJob                               1.1.0.0 
Cmdlet          Disable-TlsCipherSuite                             2.0.0.0 
Cmdlet          Disable-TlsEccCurve                                2.0.0.0 
Cmdlet          Disable-TlsSessionTicketKey                        2.0.0.0 
Cmdlet          Disable-TpmAutoProvisioning                        2.0.0.0 
Cmdlet          Disable-VMConsoleSupport                           2.0.0.0 
Cmdlet          Disable-VMEventing                                 2.0.0.0 
Cmdlet          Disable-VMIntegrationService                       2.0.0.0 
Cmdlet          Disable-VMMigration                                2.0.0.0 
Cmdlet          Disable-VMRemoteFXPhysicalVideoAdapter             2.0.0.0 
Cmdlet          Disable-VMResourceMetering                         2.0.0.0 
Cmdlet          Disable-VMSwitchExtension                          2.0.0.0 
Cmdlet          Disable-VMTPM                                      2.0.0.0 
Cmdlet          Disable-WindowsErrorReporting                      1.0     
Cmdlet          Disable-WindowsOptionalFeature                     3.0     
Cmdlet          Disable-WSManCredSSP                               7.0.0.0 
Cmdlet          Disconnect-PSSession                               7.5.0.5…
Cmdlet          Disconnect-VMNetworkAdapter                        2.0.0.0 
Cmdlet          Disconnect-VMSan                                   2.0.0.0 
Cmdlet          Disconnect-WSMan                                   7.0.0.0 
Cmdlet          Dismount-AppxVolume                                2.0.1.0 
Cmdlet          Dismount-VHD                                       2.0.0.0 
Cmdlet          Dismount-VMHostAssignableDevice                    2.0.0.0 
Cmdlet          Dismount-WindowsImage                              3.0     
Cmdlet          Edit-CIPolicyRule                                  1.0     
Cmdlet          Enable-AppBackgroundTaskDiagnosticLog              1.0.0.0 
Cmdlet          Enable-BcdElementBootDebug                         1.0.0   
Cmdlet          Enable-BcdElementBootEms                           1.0.0   
Cmdlet          Enable-BcdElementDebug                             1.0.0   
Cmdlet          Enable-BcdElementEms                               1.0.0   
Cmdlet          Enable-BcdElementEventLogging                      1.0.0   
Cmdlet          Enable-BcdElementHypervisorDebug                   1.0.0   
Cmdlet          Enable-ExperimentalFeature                         7.5.0.5…
Cmdlet          Enable-JobTrigger                                  1.1.0.0 
Cmdlet          Enable-LocalUser                                   1.0.0.0 
Cmdlet          Enable-PSBreakpoint                                7.0.0.0 
Cmdlet          Enable-PSRemoting                                  7.5.0.5…
Cmdlet          Enable-PSSessionConfiguration                      7.5.0.5…
Cmdlet          Enable-ReFSDedup                                   2.0.0.0 
Cmdlet          Enable-RunspaceDebug                               7.0.0.0 
Cmdlet          Enable-ScheduledJob                                1.1.0.0 
Cmdlet          Enable-TlsCipherSuite                              2.0.0.0 
Cmdlet          Enable-TlsEccCurve                                 2.0.0.0 
Cmdlet          Enable-TlsSessionTicketKey                         2.0.0.0 
Cmdlet          Enable-TpmAutoProvisioning                         2.0.0.0 
Cmdlet          Enable-VMConsoleSupport                            2.0.0.0 
Cmdlet          Enable-VMEventing                                  2.0.0.0 
Cmdlet          Enable-VMIntegrationService                        2.0.0.0 
Cmdlet          Enable-VMMigration                                 2.0.0.0 
Cmdlet          Enable-VMRemoteFXPhysicalVideoAdapter              2.0.0.0 
Cmdlet          Enable-VMReplication                               2.0.0.0 
Cmdlet          Enable-VMResourceMetering                          2.0.0.0 
Cmdlet          Enable-VMSwitchExtension                           2.0.0.0 
Cmdlet          Enable-VMTPM                                       2.0.0.0 
Cmdlet          Enable-WindowsErrorReporting                       1.0     
Cmdlet          Enable-WindowsOptionalFeature                      3.0     
Cmdlet          Enable-WSManCredSSP                                7.0.0.0 
Cmdlet          Enter-PSHostProcess                                7.5.0.5…
Cmdlet          Enter-PSSession                                    7.5.0.5…
Cmdlet          Exit-PSHostProcess                                 7.5.0.5…
Cmdlet          Exit-PSSession                                     7.5.0.5…
Cmdlet          Expand-OsImage                                     3.0     
Cmdlet          Expand-WindowsCustomDataImage                      3.0     
Cmdlet          Expand-WindowsImage                                3.0     
Cmdlet          Export-Alias                                       7.0.0.0 
Cmdlet          Export-BcdStore                                    1.0.0   
Cmdlet          Export-BinaryMiLog                                 7.0.0.0 
Cmdlet          Export-Certificate                                 1.0.0.0 
Cmdlet          Export-Clixml                                      7.0.0.0 
Cmdlet          Export-Counter                                     3.0.0.0 
Cmdlet          Export-Csv                                         7.0.0.0 
Cmdlet          Export-FormatData                                  7.0.0.0 
Cmdlet          Export-ModuleMember                                7.5.0.5…
Cmdlet          Export-OsImage                                     3.0     
Cmdlet          Export-PfxCertificate                              1.0.0.0 
Cmdlet          Export-ProvisioningPackage                         3.0     
Cmdlet          Export-PSSession                                   7.0.0.0 
Cmdlet          Export-StartLayout                                 1.0.0.1 
Cmdlet          Export-StartLayoutEdgeAssets                       1.0.0.1 
Cmdlet          Export-TlsSessionTicketKey                         2.0.0.0 
Cmdlet          Export-Trace                                       3.0     
Cmdlet          Export-VM                                          2.0.0.0 
Cmdlet          Export-VMSnapshot                                  2.0.0.0 
Cmdlet          Export-WindowsCapabilitySource                     3.0     
Cmdlet          Export-WindowsDriver                               3.0     
Cmdlet          Export-WindowsImage                                3.0     
Cmdlet          Find-LapsADExtendedRights                          1.0.0.0 
Cmdlet          Find-Package                                       1.4.8.1 
Cmdlet          Find-PackageProvider                               1.4.8.1 
Cmdlet          Find-PSResource                                    1.1.1   
Cmdlet          ForEach-Object                                     7.5.0.5…
Cmdlet          Format-Custom                                      7.0.0.0 
Cmdlet          Format-Hex                                         7.0.0.0 
Cmdlet          Format-List                                        7.0.0.0 
Cmdlet          Format-SecureBootUEFI                              2.0.0.0 
Cmdlet          Format-Table                                       7.0.0.0 
Cmdlet          Format-Wide                                        7.0.0.0 
Cmdlet          Get-Acl                                            7.0.0.0 
Cmdlet          Get-Alias                                          7.0.0.0 
Cmdlet          Get-AppLockerFileInformation                       2.0.0.0 
Cmdlet          Get-AppLockerPolicy                                2.0.0.0 
Cmdlet          Get-AppProvisionedSharedPackageContainer           3.0     
Cmdlet          Get-AppSharedPackageContainer                      2.0.1.0 
Cmdlet          Get-AppxDefaultVolume                              2.0.1.0 
Cmdlet          Get-AppxPackage                                    2.0.1.0 
Cmdlet          Get-AppxPackageAutoUpdateSettings                  2.0.1.0 
Cmdlet          Get-AppxPackageManifest                            2.0.1.0 
Cmdlet          Get-AppxProvisionedPackage                         3.0     
Cmdlet          Get-AppxVolume                                     2.0.1.0 
Cmdlet          Get-AuthenticodeSignature                          7.0.0.0 
Cmdlet          Get-BcdEntry                                       1.0.0   
Cmdlet          Get-BcdEntryDebugSettings                          1.0.0   
Cmdlet          Get-BcdEntryHypervisorSettings                     1.0.0   
Cmdlet          Get-BcdStore                                       1.0.0   
Cmdlet          Get-BitsTransfer                                   2.0.0.0 
Cmdlet          Get-Certificate                                    1.0.0.0 
Cmdlet          Get-CertificateAutoEnrollmentPolicy                1.0.0.0 
Cmdlet          Get-CertificateEnrollmentPolicyServer              1.0.0.0 
Cmdlet          Get-CertificateNotificationTask                    1.0.0.0 
Cmdlet          Get-ChildItem                                      7.0.0.0 
Cmdlet          Get-CimAssociatedInstance                          7.0.0.0 
Cmdlet          Get-CimClass                                       7.0.0.0 
Cmdlet          Get-CimInstance                                    7.0.0.0 
Cmdlet          Get-CimSession                                     7.0.0.0 
Cmdlet          Get-CIPolicy                                       1.0     
Cmdlet          Get-CIPolicyIdInfo                                 1.0     
Cmdlet          Get-CIPolicyInfo                                   1.0     
Cmdlet          Get-Clipboard                                      7.0.0.0 
Cmdlet          Get-CmsMessage                                     7.0.0.0 
Cmdlet          Get-Command                                        7.5.0.5…
Cmdlet          Get-ComputeProcess                                 1.0.0.0 
Cmdlet          Get-ComputerInfo                                   7.0.0.0 
Cmdlet          Get-Content                                        7.0.0.0 
Cmdlet          Get-Counter                                        7.0.0.0 
Cmdlet          Get-Credential                                     7.0.0.0 
Cmdlet          Get-Culture                                        7.0.0.0 
Cmdlet          Get-DAPolicyChange                                 2.0.0.0 
Cmdlet          Get-Date                                           7.0.0.0 
Cmdlet          Get-DeliveryOptimizationLog                        1.0.3.0 
Cmdlet          Get-DeliveryOptimizationLogAnalysis                1.0.3.0 
Cmdlet          Get-Error                                          7.0.0.0 
Cmdlet          Get-Event                                          7.0.0.0 
Cmdlet          Get-EventSubscriber                                7.0.0.0 
Cmdlet          Get-ExecutionPolicy                                7.0.0.0 
Cmdlet          Get-ExperimentalFeature                            7.5.0.5…
Cmdlet          Get-FileHash                                       7.0.0.0 
Cmdlet          Get-FormatData                                     7.0.0.0 
Cmdlet          Get-Help                                           7.5.0.5…
Cmdlet          Get-HgsAttestationBaselinePolicy                   1.0.0.0 
Cmdlet          Get-HgsTrace                                       1.0.0.0 
Cmdlet          Get-HgsTraceFileData                               1.0.0.0 
Cmdlet          Get-History                                        7.5.0.5…
Cmdlet          Get-Host                                           7.0.0.0 
Cmdlet          Get-HotFix                                         7.0.0.0 
Cmdlet          Get-InstalledLanguage                              1.0     
Cmdlet          Get-InstalledPSResource                            1.1.1   
Cmdlet          Get-Item                                           7.0.0.0 
Cmdlet          Get-ItemProperty                                   7.0.0.0 
Cmdlet          Get-ItemPropertyValue                              7.0.0.0 
Cmdlet          Get-Job                                            7.5.0.5…
Cmdlet          Get-JobTrigger                                     1.1.0.0 
Cmdlet          Get-KdsConfiguration                               1.0.0.0 
Cmdlet          Get-KdsRootKey                                     1.0.0.0 
Cmdlet          Get-LapsADPassword                                 1.0.0.0 
Cmdlet          Get-LocalGroup                                     1.0.0.0 
Cmdlet          Get-LocalGroupMember                               1.0.0.0 
Cmdlet          Get-LocalUser                                      1.0.0.0 
Cmdlet          Get-Location                                       7.0.0.0 
Cmdlet          Get-MarkdownOption                                 7.0.0.0 
Cmdlet          Get-Member                                         7.0.0.0 
Cmdlet          Get-Module                                         7.5.0.5…
Cmdlet          Get-NonRemovableAppsPolicy                         3.0     
Cmdlet          Get-OSConfiguration                                1.1.3.0 
Cmdlet          Get-OsConfigurationDocument                        1.1.3.0 
Cmdlet          Get-OsConfigurationDocumentContent                 1.1.3.0 
Cmdlet          Get-OsConfigurationDocumentResult                  1.1.3.0 
Cmdlet          Get-OsConfigurationProperty                        1.1.3.0 
Cmdlet          Get-Package                                        1.4.8.1 
Cmdlet          Get-PackageProvider                                1.4.8.1 
Cmdlet          Get-PackageSource                                  1.4.8.1 
Cmdlet          Get-PfxCertificate                                 7.0.0.0 
Cmdlet          Get-PfxData                                        1.0.0.0 
Cmdlet          Get-PmemDedicatedMemory                            1.0.0.0 
Cmdlet          Get-PmemDisk                                       1.0.0.0 
Cmdlet          Get-PmemPhysicalDevice                             1.0.0.0 
Cmdlet          Get-PmemUnusedRegion                               1.0.0.0 
Cmdlet          Get-Process                                        7.0.0.0 
Cmdlet          Get-ProcessMitigation                              1.0.12  
Cmdlet          Get-ProvisioningPackage                            3.0     
Cmdlet          Get-PSBreakpoint                                   7.0.0.0 
Cmdlet          Get-PSCallStack                                    7.0.0.0 
Cmdlet          Get-PSDrive                                        7.0.0.0 
Cmdlet          Get-PSHostProcessInfo                              7.5.0.5…
Cmdlet          Get-PSProvider                                     7.0.0.0 
Cmdlet          Get-PSReadLineKeyHandler                           2.4.4   
Cmdlet          Get-PSReadLineOption                               2.4.4   
Cmdlet          Get-PSResourceRepository                           1.1.1   
Cmdlet          Get-PSScriptFileInfo                               1.1.1   
Cmdlet          Get-PSSession                                      7.5.0.5…
Cmdlet          Get-PSSessionCapability                            7.5.0.5…
Cmdlet          Get-PSSessionConfiguration                         7.5.0.5…
Cmdlet          Get-Random                                         7.0.0.0 
Cmdlet          Get-ReFSDedupSchedule                              2.0.0.0 
Cmdlet          Get-ReFSDedupScrubSchedule                         2.0.0.0 
Cmdlet          Get-ReFSDedupStatus                                2.0.0.0 
Cmdlet          Get-Runspace                                       7.0.0.0 
Cmdlet          Get-RunspaceDebug                                  7.0.0.0 
Cmdlet          Get-ScheduledJob                                   1.1.0.0 
Cmdlet          Get-ScheduledJobOption                             1.1.0.0 
Cmdlet          Get-ScriptAnalyzerRule                             1.24.0  
Cmdlet          Get-SecureBootPolicy                               2.0.0.0 
Cmdlet          Get-SecureBootUEFI                                 2.0.0.0 
Cmdlet          Get-SecureRandom                                   7.0.0.0 
Cmdlet          Get-Service                                        7.0.0.0 
Cmdlet          Get-SystemDriver                                   1.0     
Cmdlet          Get-SystemPreferredUILanguage                      1.0     
Cmdlet          Get-TimeZone                                       7.0.0.0 
Cmdlet          Get-TlsCipherSuite                                 2.0.0.0 
Cmdlet          Get-TlsEccCurve                                    2.0.0.0 
Cmdlet          Get-Tpm                                            2.0.0.0 
Cmdlet          Get-TpmEndorsementKeyInfo                          2.0.0.0 
Cmdlet          Get-TpmSupportedFeature                            2.0.0.0 
Cmdlet          Get-TraceSource                                    7.0.0.0 
Cmdlet          Get-TroubleshootingPack                            1.0.0.0 
Cmdlet          Get-TrustedProvisioningCertificate                 3.0     
Cmdlet          Get-TypeData                                       7.0.0.0 
Cmdlet          Get-UICulture                                      7.0.0.0 
Cmdlet          Get-Unique                                         7.0.0.0 
Cmdlet          Get-Uptime                                         7.0.0.0 
Cmdlet          Get-Variable                                       7.0.0.0 
Cmdlet          Get-Verb                                           7.0.0.0 
Cmdlet          Get-VHD                                            2.0.0.0 
Cmdlet          Get-VHDSet                                         2.0.0.0 
Cmdlet          Get-VHDSnapshot                                    2.0.0.0 
Cmdlet          Get-VM                                             2.0.0.0 
Cmdlet          Get-VMAssignableDevice                             2.0.0.0 
Cmdlet          Get-VMBios                                         2.0.0.0 
Cmdlet          Get-VMComPort                                      2.0.0.0 
Cmdlet          Get-VMConnectAccess                                2.0.0.0 
Cmdlet          Get-VMDvdDrive                                     2.0.0.0 
Cmdlet          Get-VMFibreChannelHba                              2.0.0.0 
Cmdlet          Get-VMFirmware                                     2.0.0.0 
Cmdlet          Get-VMFloppyDiskDrive                              2.0.0.0 
Cmdlet          Get-VMGpuPartitionAdapter                          2.0.0.0 
Cmdlet          Get-VMGroup                                        2.0.0.0 
Cmdlet          Get-VMHardDiskDrive                                2.0.0.0 
Cmdlet          Get-VMHost                                         2.0.0.0 
Cmdlet          Get-VMHostAssignableDevice                         2.0.0.0 
Cmdlet          Get-VMHostCluster                                  2.0.0.0 
Cmdlet          Get-VMHostNumaNode                                 2.0.0.0 
Cmdlet          Get-VMHostNumaNodeStatus                           2.0.0.0 
Cmdlet          Get-VMHostPartitionableGpu                         2.0.0.0 
Cmdlet          Get-VMHostSupportedVersion                         2.0.0.0 
Cmdlet          Get-VMIdeController                                2.0.0.0 
Cmdlet          Get-VMIntegrationService                           2.0.0.0 
Cmdlet          Get-VMKeyProtector                                 2.0.0.0 
Cmdlet          Get-VMKeyStorageDrive                              2.0.0.0 
Cmdlet          Get-VMMemory                                       2.0.0.0 
Cmdlet          Get-VMMigrationNetwork                             2.0.0.0 
Cmdlet          Get-VMNetworkAdapter                               2.0.0.0 
Cmdlet          Get-VMNetworkAdapterAcl                            2.0.0.0 
Cmdlet          Get-VMNetworkAdapterExtendedAcl                    2.0.0.0 
Cmdlet          Get-VMNetworkAdapterFailoverConfiguration          2.0.0.0 
Cmdlet          Get-VMNetworkAdapterIsolation                      2.0.0.0 
Cmdlet          Get-VMNetworkAdapterRdma                           2.0.0.0 
Cmdlet          Get-VMNetworkAdapterRoutingDomainMapping           2.0.0.0 
Cmdlet          Get-VMNetworkAdapterTeamMapping                    2.0.0.0 
Cmdlet          Get-VMNetworkAdapterVlan                           2.0.0.0 
Cmdlet          Get-VMPartitionableGpu                             2.0.0.0 
Cmdlet          Get-VMPmemController                               2.0.0.0 
Cmdlet          Get-VMProcessor                                    2.0.0.0 
Cmdlet          Get-VMRemoteFx3dVideoAdapter                       2.0.0.0 
Cmdlet          Get-VMRemoteFXPhysicalVideoAdapter                 2.0.0.0 
Cmdlet          Get-VMReplication                                  2.0.0.0 
Cmdlet          Get-VMReplicationAuthorizationEntry                2.0.0.0 
Cmdlet          Get-VMReplicationServer                            2.0.0.0 
Cmdlet          Get-VMResourcePool                                 2.0.0.0 
